SSC,Volume
SSC_ChurchSt,24.04075877
SSC_ChurchSt,0.703593468
SSC_ChurchSt,0.634916763
SSC_ChurchSt,75.93430793
SSC_ChurchSt,137.1888735
SSC_ChurchSt,4.110163202
SSC_ChurchSt,87.78519693
SSC_ChurchSt,0.854743909
SSC_ChurchSt,26.28585505
SSC_ChurchSt,4.792176126
SSC_ChurchSt,0.102824749
SSC_ChurchSt,0.136840608
SSC_ChurchSt,45.57615637
SSC_ChurchSt,0.179836837
SSC_ChurchSt,0.792822599
SSC_ChurchSt,10.68833287
SSC_ChurchSt,58.18804412
SSC_ChurchSt,7.569828692
SSC_ChurchSt,192.8234833
SSC_ChurchSt,196.1956787
SSC_ChurchSt,56.83888628
SSC_ChurchSt,100.2113055
SSC_ChurchSt,1.174562549
SSC_ChurchSt,3.758035011
SSC_ChurchSt,2.73598119
SSC_ChurchSt,3.76419571
SSC_ChurchSt,2.652907062
SSC_ChurchSt,3.562643876
SSC_ChurchSt,2.248979795
SSC_ChurchSt,0.151454456
SSC_ChurchSt,58.09062102
SSC_ChurchSt,3.371973181
SSC_ChurchSt,23.44563048
SSC_ChurchSt,20.16659492
SSC_ChurchSt,0.482726967
SSC_ChurchSt,24.49661335
SSC_ChurchSt,0.453620389
SSC_ChurchSt,63.06030296
SSC_ChurchSt,7.188860716
SSC_ChurchSt,0.477866301
SSC_ChurchSt,17.8924939
SSC_ChurchSt,0.468799177
SSC_ChurchSt,11.86121668
SSC_ChurchSt,6.167334211
SSC_ChurchSt,3.508645141
SSC_ChurchSt,7.588455718
SSC_ChurchSt,2.871158409
SSC_ChurchSt,0.192462917
SSC_ChurchSt,1.67237216
SSC_ChurchSt,1.009452048
SSC_ChurchSt,0.445081325
SSC_ChurchSt,17.82001533
SSC_ChurchSt,31.44749515
SSC_ChurchSt,0.920704458
SSC_ChurchSt,6.355740783
SSC_ChurchSt,60.74390115
SSC_ChurchSt,39.51655838
SSC_ChurchSt,6.61E-02
SSC_ChurchSt,2.403643339
SSC_ChurchSt,12.32842564
SSC_ChurchSt,15.84020403
SSC_ChurchSt,1.088102379
SSC_ChurchSt,5.256413607
SSC_ChurchSt,30.58564339
SSC_ChurchSt,0.308567363
SSC_ChurchSt,2.743038334
SSC_ChurchSt,0.683321835
SSC_ChurchSt,1.785665906
SSC_ChurchSt,106.1851325
SSC_ChurchSt,1.275062406
SSC_ChurchSt,2.719987014
SSC_ChurchSt,6.343622227
SSC_ChurchSt,5.142304053
SSC_CulverSt,15.72562709
SSC_CulverSt,3.598219359
SSC_CulverSt,2.458704061
SSC_CulverSt,9.898852216
SSC_CulverSt,10.72869416
SSC_CulverSt,13.63808728
SSC_CulverSt,2.579081183
SSC_CulverSt,2.525904713
SSC_CulverSt,4.007717905
SSC_CulverSt,160.6403916
SSC_CulverSt,0.734470304
SSC_CulverSt,202.7715051
SSC_CulverSt,147.8489018
SSC_CulverSt,136.0337897
SSC_CulverSt,21.57699581
SSC_CulverSt,37.24587532
SSC_CulverSt,40.0652649
SSC_CulverSt,73.12808915
SSC_CulverSt,3.878826866
SSC_CulverSt,6.363593446
SSC_CulverSt,1.772304562
SSC_CulverSt,110.4647577
SSC_CulverSt,1.091147525
SSC_CulverSt,0.351260168
SSC_CulverSt,1.059021366
SSC_CulverSt,103.8690744
SSC_CulverSt,0.237551689
SSC_CulverSt,71.72482337
SSC_CulverSt,1.652535548
SSC_CulverSt,1.185148473
